OMRÅDE;YDELSESART;TID;INDHOLD
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M10 2003M10;154
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M11 2003M11;144
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2003M12 2003M12;144
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M01 2004M01;128
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M02 2004M02;142
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M03 2004M03;148
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M04 2004M04;130
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M05 2004M05;144
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M06 2004M06;148
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M07 2004M07;136
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M08 2004M08;131
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M09 2004M09;146
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M10 2004M10;143
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M11 2004M11;154
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2004M12 2004M12;140
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M01 2005M01;113
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M02 2005M02;140
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M03 2005M03;145
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M04 2005M04;142
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M05 2005M05;150
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M06 2005M06;126
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M07 2005M07;118
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M08 2005M08;128
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M09 2005M09;130
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M10 2005M10;127
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M11 2005M11;128
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2005M12 2005M12;151
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M01 2006M01;121
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M02 2006M02;135
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M03 2006M03;143
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M04 2006M04;140
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M05 2006M05;133
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M06 2006M06;153
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M07 2006M07;128
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M08 2006M08;134
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M09 2006M09;122
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M10 2006M10;132
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M11 2006M11;142
425 Broby;TOT Modtagere af kontanthjælp mv. i alt;2006M12 2006M12;155
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M01 1994M01;236
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M02 1994M02;291
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M03 1994M03;292
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M04 1994M04;295
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M05 1994M05;303
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M06 1994M06;292
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M07 1994M07;283
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M08 1994M08;282
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M09 1994M09;276
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M10 1994M10;263
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M11 1994M11;280
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1994M12 1994M12;298
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M01 1995M01;229
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M02 1995M02;235
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M03 1995M03;280
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M04 1995M04;257
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M05 1995M05;227
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M06 1995M06;267
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;286
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;293
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;277
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;270
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;267
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;282
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;283
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;279
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;233
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;297
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;276
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;269
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;281
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;262
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;244
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;261
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;259
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;280
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;253
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;280
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;268
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;268
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;286
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;262
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;289
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;247
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M09 1997M09;242
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M10 1997M10;254
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M11 1997M11;228
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1997M12 1997M12;270
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M01 1998M01;232
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M02 1998M02;259
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M03 1998M03;247
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M04 1998M04;250
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M05 1998M05;233
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M06 1998M06;248
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M07 1998M07;225
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M08 1998M08;153
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M09 1998M09;164
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M10 1998M10;177
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M11 1998M11;173
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1998M12 1998M12;184
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M01 1999M01;211
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M02 1999M02;219
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M03 1999M03;195
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M04 1999M04;204
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M05 1999M05;198
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M06 1999M06;206
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M07 1999M07;201
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M08 1999M08;195
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M09 1999M09;225
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M10 1999M10;218
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M11 1999M11;232
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;1999M12 1999M12;228
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M01 2000M01;234
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M02 2000M02;224
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M03 2000M03;234
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M04 2000M04;235
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M05 2000M05;240
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M06 2000M06;251
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M07 2000M07;236
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M08 2000M08;255
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M09 2000M09;261
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M10 2000M10;236
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M11 2000M11;262
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2000M12 2000M12;250
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M01 2001M01;235
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M02 2001M02;254
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M03 2001M03;253
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M04 2001M04;224
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M05 2001M05;255
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;250
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;225
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;244
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;228
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;224
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;235
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;237
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;242
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;245
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;240
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;240
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;253
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;228
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;188
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;254
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;238
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;260
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;273
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;251
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;260
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;245
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;244
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;243
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;253
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;219
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;237
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M08 2003M08;241
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M09 2003M09;241
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M10 2003M10;259
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M11 2003M11;250
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2003M12 2003M12;269
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M01 2004M01;248
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M02 2004M02;252
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M03 2004M03;240
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M04 2004M04;227
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M05 2004M05;225
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M06 2004M06;228
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M07 2004M07;208
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M08 2004M08;214
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M09 2004M09;240
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M10 2004M10;218
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M11 2004M11;243
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2004M12 2004M12;243
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M01 2005M01;170
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M02 2005M02;248
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M03 2005M03;238
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M04 2005M04;234
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M05 2005M05;218
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M06 2005M06;201
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M07 2005M07;191
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M08 2005M08;188
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M09 2005M09;209
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M10 2005M10;199
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M11 2005M11;205
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2005M12 2005M12;202
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M01 2006M01;179
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M02 2006M02;206
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M03 2006M03;214
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M04 2006M04;176
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M05 2006M05;181
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M06 2006M06;185
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M07 2006M07;171
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M08 2006M08;168
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M09 2006M09;178
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M10 2006M10;176
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M11 2006M11;193
427 Egebjerg;TOT Modtagere af kontanthjælp mv. i alt;2006M12 2006M12;188
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M01 1994M01;312
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M02 1994M02;281
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M03 1994M03;307
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M04 1994M04;328
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M05 1994M05;336
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M06 1994M06;322
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M07 1994M07;299
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M08 1994M08;329
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M09 1994M09;319
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M10 1994M10;362
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M11 1994M11;251
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1994M12 1994M12;330
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M01 1995M01;314
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M02 1995M02;286
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M03 1995M03;311
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M04 1995M04;295
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M05 1995M05;284
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M06 1995M06;304
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;303
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;320
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;291
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;331
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;296
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;333
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;325
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;303
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;296
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;330
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;255
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;366
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;294
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;314
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;302
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;359
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;327
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;308
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;261
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;341
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;250
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;316
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;270
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;289
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;333
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;287
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M09 1997M09;286
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M10 1997M10;348
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M11 1997M11;310
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1997M12 1997M12;347
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M01 1998M01;305
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M02 1998M02;311
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M03 1998M03;311
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M04 1998M04;327
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M05 1998M05;320
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M06 1998M06;290
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M07 1998M07;334
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M08 1998M08;287
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M09 1998M09;289
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M10 1998M10;323
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M11 1998M11;311
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1998M12 1998M12;318
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M01 1999M01;297
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M02 1999M02;303
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M03 1999M03;295
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M04 1999M04;281
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M05 1999M05;284
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M06 1999M06;296
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M07 1999M07;284
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M08 1999M08;288
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M09 1999M09;264
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M10 1999M10;261
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M11 1999M11;281
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;1999M12 1999M12;270
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M01 2000M01;273
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M02 2000M02;271
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M03 2000M03;273
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M04 2000M04;266
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M05 2000M05;262
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M06 2000M06;270
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M07 2000M07;256
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M08 2000M08;279
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M09 2000M09;289
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M10 2000M10;276
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M11 2000M11;285
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2000M12 2000M12;284
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2001M01 2001M01;286
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2001M02 2001M02;279
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2001M03 2001M03;284
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2001M04 2001M04;288
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2001M05 2001M05;277
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;278
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;281
429 Ejby;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;282
